ClientID,BF1772,BF2152,BF1681,BF2370,BF9289,BF8238,BF0060,BF9878,BF0809,BF7814,BF8063,BF6885,BF5238,BF2887,BF4831,BF9724,BF6693,BF1414,BF0103,BF6167,BF6975,BF6604,BF3942,BF9708
100071193,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,2.0,4.0,0.0,0.0,3.0,1.0,2.0
102228703,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
102320254,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
103076257,1.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,0.0,0.0,4.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
103692255,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
105120468,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
109928560,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,5.0,2.0,0.0
110171128,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0
110552209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0
111080176,0.0,3.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0
111370443,0.0,0.0,0.0,3.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,0.0,0.0
111532088,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0
112087671,0.0,0.0,5.0,0.0,0.0,5.0,4.0,0.0,5.0,3.0,4.0,0.0,0.0,5.0,2.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0
112137859,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
113848143,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,5.0,5.0,0.0,5.0,0.0
114084722,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,1.0,0.0,4.0,3.0
