ClientID,BF1772,BF2152,BF1681,BF2370,BF9289,BF8238,BF0060,BF9878,BF0809,BF7814,BF8063,BF6885,BF5238,BF2887,BF4831,BF9724,BF6693,BF1414,BF0103,BF6167,BF6975,BF6604,BF3942,BF9708
100071193,-2.020605904817785e-14,2.220446049250313e-15,5.773159728050814e-15,4.999999999999993,3.1086244689504383e-15,-1.1102230246251565e-15,3.9968028886505635e-15,3.9999999999999982,-2.4424906541753444e-15,4.000000000000009,8.881784197001252e-15,4.999999999999999,1.0880185641326534e-14,-1.5543122344752192e-15,2.6645352591003757e-15,4.000000000000001,4.0,1.9999999999999956,4.000000000000003,1.3322676295501878e-15,7.993605777301127e-15,2.9999999999999982,1.0000000000000009,2.0000000000000013
102228703,2.6645352591003757e-15,1.1102230246251565e-15,6.661338147750939e-15,-1.7763568394002505e-15,3.9999999999999956,-2.220446049250313e-16,6.439293542825908e-15,4.999999999999998,1.5543122344752192e-15,4.440892098500626e-16,-1.3322676295501878e-15,2.999999999999998,2.886579864025407e-15,2.4424906541753444e-15,-4.440892098500626e-16,4.0,4.9999999999999964,-3.9968028886505635e-15,-4.440892098500626e-15,4.440892098500626e-16,3.1086244689504383e-15,3.9999999999999964,-1.9984014443252818e-15,1.9984014443252818e-15
102320254,9.325873406851315e-15,4.999999999999992,5.000000000000006,-1.9984014443252818e-15,4.218847493575595e-15,4.440892098500626e-16,1.1102230246251565e-15,4.9999999999999964,1.1102230246251565e-15,-4.218847493575595e-15,-8.881784197001252e-16,1.7763568394002505e-15,3.9999999999999964,-5.10702591327572e-15,5.329070518200751e-15,-5.10702591327572e-15,4.999999999999996,5.000000000000007,3.9968028886505635e-15,3.1086244689504383e-15,1.1102230246251565e-15,5.000000000000005,-4.440892098500626e-15,-5.551115123125783e-15
103076257,1.0000000000000158,4.999999999999998,-6.661338147750939e-16,5.10702591327572e-15,4.999999999999996,-1.3322676295501878e-15,-2.220446049250313e-16,-3.9968028886505635e-15,6.8833827526759706e-15,3.9999999999999982,3.9999999999999956,2.6645352591003757e-15,4.9999999999999885,-2.4424906541753444e-15,1.1102230246251565e-15,3.999999999999999,2.9999999999999987,4.999999999999996,-1.3322676295501878e-15,1.000000000000001,2.4424906541753444e-15,-5.329070518200751e-15,-2.886579864025407e-15,1.9984014443252818e-15
103692255,-6.5503158452884236e-15,-2.886579864025407e-15,3.9999999999999973,2.220446049250313e-15,3.774758283725532e-15,-1.9984014443252818e-15,5.000000000000003,-2.4424906541753444e-15,4.551914400963142e-15,-3.3306690738754696e-16,6.661338147750939e-16,-3.774758283725532e-15,1.2212453270876722e-15,4.000000000000001,3.3306690738754696e-16,3.0000000000000044,1.0000000000000036,3.1086244689504383e-15,-1.1102230246251565e-16,5.551115123125783e-16,3.6637359812630166e-15,1.4432899320127035e-15,4.999999999999998,4.440892098500626e-16
105120468,1.765254609153999e-14,1.609823385706477e-15,-2.55351295663786e-15,3.219646771412954e-15,2.0539125955565396e-15,0.9999999999999956,-4.052314039881821e-15,-9.992007221626409e-16,0.0,3.000000000000001,-4.6629367034256575e-15,-3.552713678800501e-15,-9.43689570931383e-16,2.886579864025407e-15,1.887379141862766e-15,-1.3877787807814457e-15,-5.329070518200751e-15,-3.941291737419306e-15,-1.8318679906315083e-15,2.4980018054066022e-15,2.999999999999998,-5.384581669432009e-15,-5.773159728050814e-15,-4.884981308350689e-15
109928560,1.2434497875801753e-14,2.999999999999999,4.000000000000002,-1.3322676295501878e-15,3.0000000000000044,-4.218847493575595e-15,-7.105427357601002e-15,-4.440892098500626e-15,4.6629367034256575e-15,-4.218847493575595e-15,-1.7763568394002505e-15,4.999999999999996,-5.329070518200751e-15,2.4424906541753444e-15,0.9999999999999989,-1.9984014443252818e-15,3.552713678800501e-15,5.000000000000003,2.9999999999999996,-3.552713678800501e-15,-3.1086244689504383e-15,5.000000000000007,1.9999999999999996,-3.552713678800501e-15
110171128,-7.327471962526033e-15,2.9999999999999973,1.9984014443252818e-15,3.9999999999999982,0.9999999999999957,5.551115123125783e-15,4.218847493575595e-15,4.440892098500626e-16,0.0,-2.220446049250313e-16,3.0000000000000044,1.0000000000000049,3.9999999999999982,3.9999999999999947,5.0,4.440892098500626e-16,4.000000000000004,1.7763568394002505e-15,2.4424906541753444e-15,2.6645352591003757e-15,2.9999999999999982,5.0000000000000036,2.220446049250313e-15,-5.551115123125783e-15
110552209,6.661338147750939e-15,1.3322676295501878e-15,-3.774758283725532e-15,-4.440892098500626e-16,1.1102230246251565e-15,-1.3322676295501878e-15,8.881784197001252e-16,5.000000000000002,-4.440892098500626e-15,5.0,4.999999999999997,4.999999999999994,3.9999999999999964,3.774758283725532e-15,-1.7763568394002505e-15,3.1086244689504383e-15,-2.220446049250313e-16,-8.881784197001252e-16,-5.773159728050814e-15,4.000000000000003,4.440892098500626e-15,-2.220446049250313e-15,-8.881784197001252e-16,4.000000000000003
111080176,4.6629367034256575e-15,2.9999999999999987,-2.1094237467877974e-15,3.3306690738754696e-15,-6.661338147750939e-16,1.0000000000000002,3.0000000000000013,3.999999999999998,-6.217248937900877e-15,-2.220446049250313e-15,-2.55351295663786e-15,0.9999999999999981,2.1094237467877974e-15,3.000000000000008,-4.3298697960381105e-15,1.0000000000000018,-1.7763568394002505e-15,-2.886579864025407e-15,3.552713678800501e-15,2.1094237467877974e-15,2.3314683517128287e-15,4.000000000000002,0.9999999999999971,-4.6629367034256575e-15
